CNT,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,Math_mean,ST296Q01JA
HKG,4,4,4,4,4,5,4,4,4,4,5,4,5,4,480.3649,1
HKG,1,3,3,2,3,3,2,1,4,4,2,4,3,2,596.9615,4
HKG,4,1,3,1,1,1,1,4,1,3,1,1,1,1,623.6371,2
HKG,1,2,2,2,2,2,2,3,2,2,2,2,2,2,467.8698,2
HKG,6,2,2,2,2,2,2,6,3,3,3,3,3,3,523.7425,2
HKG,2,1,4,2,4,1,1,3,1,5,2,4,1,1,594.9749,2
HKG,4,1,2,2,1,2,1,4,1,2,2,1,2,1,638.7633,3
HKG,5,3,2,1,1,2,2,5,3,2,1,3,1,2,408.0365,4
HKG,1,3,3,2,3,1,1,1,3,4,1,3,1,1,548.5977,2
HKG,4,4,4,2,4,2,2,2,4,4,2,2,2,2,595.7017,2
HKG,2,3,4,1,2,1,1,3,3,2,1,1,1,1,662.8793,3
HKG,6,4,5,3,3,6,2,6,4,5,3,3,2,6,584.5189,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,417.1087,$null$
HKG,2,5,3,2,5,3,3,99,99,99,99,99,99,99,585.9504,2
HKG,6,4,4,4,1,2,1,6,3,3,4,1,1,2,353.8167,1
HKG,3,3,3,2,3,3,1,4,3,3,1,3,2,1,643.7075,2
HKG,4,3,3,2,3,2,2,5,3,3,3,3,2,2,587.2421,1
HKG,1,2,5,2,2,3,1,2,2,5,2,3,3,1,686.3753,3
HKG,2,3,3,2,1,2,1,2,4,3,2,1,2,1,492.7632,3
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,518.0102,3
HKG,4,4,2,1,1,1,1,4,3,1,1,1,1,1,425.8251,1
HKG,3,2,2,2,2,2,1,3,2,3,2,2,3,1,560.1374,3
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,400.2394,1
HKG,1,2,2,2,2,3,2,2,2,2,2,2,3,3,443.3033,2
HKG,5,5,5,5,5,5,5,3,3,3,3,3,3,3,443.1819,1
HKG,2,3,2,2,3,2,3,1,3,2,2,3,1,3,641.9908,2
HKG,3,1,3,2,3,3,2,3,1,3,2,3,2,2,524.6832,2
HKG,3,2,6,1,1,3,4,3,2,6,1,1,3,4,743.0323,3
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,392.6353,6
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,557.5713,$null$
HKG,3,3,1,2,2,3,1,3,3,3,1,2,2,1,548.0425,3
HKG,3,2,2,1,3,1,1,3,2,3,2,4,1,1,522.2781,2
HKG,2,1,1,1,1,1,1,2,1,1,1,1,1,1,450.39,1
HKG,4,2,4,1,2,1,1,4,2,4,1,2,2,1,721.0468,4
HKG,2,4,3,2,4,2,1,4,4,4,1,4,1,1,640.3945,1
HKG,3,2,4,2,2,3,4,4,3,3,5,4,2,3,552.7159,1
HKG,5,5,5,2,5,1,2,6,6,6,1,2,2,1,613.614,1
HKG,4,4,4,4,4,4,4,4,3,4,4,4,4,4,508.415,1
HKG,2,3,3,2,2,1,1,2,3,3,2,2,1,1,584.3093,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,565.6266,2
HKG,3,1,3,3,1,3,3,3,3,3,3,3,3,2,554.6162,2
HKG,4,4,4,4,4,4,4,5,5,5,5,5,2,4,534.5649,4
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,545.0392,$null$
HKG,6,6,6,1,3,3,4,6,6,6,1,3,2,3,488.2055,1
HKG,1,2,3,2,2,3,1,2,2,3,2,2,3,1,758.5925,3
HKG,1,2,1,1,2,2,1,2,2,2,2,2,2,1,546.2267,3
HKG,3,3,2,2,3,2,3,4,3,3,2,3,3,3,693.2172,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,401.1677,3
HKG,4,4,4,2,4,4,4,4,4,4,2,4,4,1,654.9724,2
HKG,1,2,1,1,1,1,2,1,1,1,1,1,1,1,595.764,2
HKG,2,3,3,1,3,3,2,2,3,3,2,3,2,2,664.6075,3
HKG,3,4,3,1,3,1,1,2,3,1,1,2,1,1,492.544,1
HKG,5,5,4,4,5,5,5,3,4,4,2,4,3,3,482.7007,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,596.9587,3
HKG,2,2,3,2,2,2,2,4,4,2,2,2,2,3,418.3496,1
HKG,3,3,4,2,4,2,2,2,2,4,1,1,1,1,656.4271,2
HKG,3,3,3,2,2,2,2,3,3,3,3,3,2,2,627.9419,2
HKG,3,2,3,2,2,1,1,4,2,3,2,2,1,1,412.0224,2
HKG,4,4,4,4,4,3,3,3,3,3,3,3,3,3,579.3583,2
HKG,2,4,2,3,4,3,1,3,4,2,3,4,2,1,641.467,2
HKG,4,1,2,1,1,2,2,4,2,2,2,1,2,2,498.5469,4
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,302.9999,1
HKG,3,3,1,1,1,1,1,2,2,2,1,1,1,1,639.7631,4
HKG,3,2,3,2,2,2,1,4,2,2,2,2,2,1,666.7079,4
HKG,3,3,3,2,2,2,2,4,4,4,2,2,2,1,644.7569,3
HKG,4,2,2,1,2,2,2,4,2,3,2,2,2,2,632.5992,3
HKG,6,3,4,1,3,2,2,6,3,4,1,3,2,2,474.077,2
HKG,5,5,5,1,5,2,1,5,5,4,1,5,2,1,668.5034,4
HKG,3,3,4,3,1,4,2,4,4,4,2,2,2,2,487.2754,2
HKG,5,5,4,4,5,5,5,3,3,3,4,4,4,4,535.7194,3
HKG,2,1,1,1,2,1,2,3,1,1,1,2,1,3,442.9246,2
HKG,2,4,5,2,3,1,1,2,5,6,2,3,1,1,620.8677,2
HKG,3,1,1,1,1,1,1,3,3,3,3,3,3,3,425.7255,1
HKG,4,2,2,2,2,3,2,4,2,2,2,2,2,2,721.2261,2
HKG,3,1,1,1,1,1,1,4,1,1,1,1,1,1,630.7274,1
HKG,3,2,2,2,2,2,2,4,2,2,2,2,2,2,655.0503,1
HKG,4,4,4,1,4,1,1,5,5,5,1,5,1,1,547.1225,3
HKG,5,3,2,1,3,1,3,5,3,1,1,2,3,2,584.4541,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,510.9811,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,562.2517,2
HKG,1,3,4,2,3,2,3,1,3,4,2,3,3,3,588.2142,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,620.3417,$null$
HKG,3,4,4,3,4,3,3,3,4,3,3,3,4,4,557.8708,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,295.0736,3
HKG,1,2,1,2,2,1,1,1,3,1,2,2,1,1,482.2897,1
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,463.0276,6
HKG,3,2,2,1,1,3,1,4,2,2,1,1,2,1,646.3088,2
HKG,1,2,3,2,2,3,1,1,2,3,2,2,3,1,619.435,3
HKG,4,3,4,2,2,2,1,4,3,3,2,2,3,1,711.033,3
HKG,2,3,3,2,2,1,1,2,3,3,2,2,1,1,484.0526,2
HKG,3,1,2,2,3,2,2,3,1,3,2,2,2,2,686.216,2
HKG,5,5,5,2,5,5,2,5,5,5,3,5,3,2,409.2572,2
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,663.8705,1
HKG,3,1,2,2,1,1,1,2,1,1,2,1,1,1,505.6673,1
HKG,3,4,2,1,2,1,1,2,3,2,1,2,1,1,562.7465,3
HKG,4,4,4,2,4,2,2,5,4,4,2,2,2,2,631.859,2
HKG,2,3,3,3,3,3,1,2,3,3,2,3,2,2,585.9867,3
HKG,2,3,3,3,2,2,1,2,2,2,2,2,1,2,574.8979,2
HKG,5,4,3,3,4,3,3,5,4,4,3,3,3,3,658.2897,1
HKG,4,3,4,3,4,4,4,5,3,4,2,2,2,2,439.799,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,654.6477,2
HKG,1,3,1,1,3,1,1,1,3,1,1,3,1,2,518.8071,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,612.7008,5
HKG,3,6,3,1,6,4,6,3,6,3,1,6,4,6,488.7087,5
HKG,2,2,3,2,3,2,2,2,2,3,2,4,2,2,662.278,2
HKG,5,1,5,1,2,1,3,6,1,4,1,2,1,3,553.0467,1
HKG,1,2,3,3,2,3,2,1,2,3,3,2,3,2,657.3331,3
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,608.8424,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,634.6729,$null$
HKG,2,2,3,2,2,1,2,2,2,2,2,2,1,2,580.181,2
HKG,1,2,2,2,2,1,2,1,2,2,2,2,1,1,501.9865,3
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,553.5796,3
HKG,3,5,5,5,6,4,4,4,6,6,2,2,2,4,525.8512,1
HKG,5,4,4,2,1,1,2,4,4,3,1,3,1,1,534.7944,6
HKG,4,3,3,2,2,2,2,4,3,2,2,2,2,2,527.4732,2
HKG,4,4,4,4,4,4,3,4,4,4,4,4,4,3,462.8675,2
HKG,5,5,5,2,5,2,2,5,5,5,2,5,2,2,554.4802,3
HKG,3,2,4,1,1,2,1,3,2,4,1,1,2,1,696.9924,3
HKG,3,3,3,3,3,3,3,2,2,2,2,2,2,2,480.023,2
HKG,2,3,2,2,2,2,2,2,3,2,2,3,2,2,560.1508,2
HKG,5,5,5,5,5,5,5,6,6,6,6,6,6,6,432.1869,6
HKG,4,3,2,1,2,2,1,4,3,1,1,1,2,1,520.1411,1
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,481.6767,1
HKG,4,3,3,3,3,3,3,4,3,2,2,2,2,2,551.359,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,2,1,503.6064,4
HKG,3,3,3,3,3,2,2,3,3,3,3,3,2,2,575.5645,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,614.7811,$null$
HKG,3,3,3,2,3,1,1,3,3,3,2,3,1,1,593.3824,2
HKG,99,99,99,99,99,99,99,$null$,$null$,$null$,$null$,$null$,$null$,$null$,591.7849,3
HKG,3,2,2,1,2,2,1,4,2,1,1,2,1,1,509.3532,1
HKG,2,2,2,3,2,4,3,2,2,2,99,2,4,3,548.5446,4
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,537.0211,$null$
HKG,2,2,2,2,2,2,1,2,2,2,2,2,2,2,537.6275,3
HKG,2,2,1,1,2,1,2,3,3,1,1,2,1,2,454.4362,1
HKG,3,4,5,2,5,3,4,3,4,4,4,4,3,4,539.8939,1
HKG,3,3,3,3,3,3,3,3,2,3,3,3,1,1,620.703,4
HKG,6,6,6,2,2,2,2,2,6,6,2,2,2,2,387.0623,4
HKG,4,3,3,2,2,2,2,4,3,2,2,2,2,2,525.562,1
HKG,6,2,3,1,1,1,1,6,3,5,1,1,1,1,679.2418,3
HKG,4,4,3,3,5,3,4,5,5,3,4,5,4,5,500.3062,2
HKG,3,2,2,2,2,1,2,3,3,3,2,3,3,3,635.3139,1
HKG,1,4,4,99,3,1,2,1,5,4,2,5,1,1,492.9153,3
HKG,4,3,3,3,3,3,3,5,3,3,3,3,3,3,506.9744,3
HKG,4,2,3,2,2,1,1,4,2,2,2,2,2,1,663.2167,2
HKG,2,4,2,2,2,2,2,3,3,3,3,3,3,3,591.0333,1
HKG,3,3,3,2,2,2,2,1,3,2,2,1,2,1,574.3246,2
HKG,2,2,2,2,2,2,2,3,2,2,2,2,2,99,455.4046,2
HKG,4,2,2,2,2,2,2,4,2,2,2,2,2,2,614.9235,3
HKG,4,3,4,4,4,4,4,4,3,4,4,4,4,4,455.5323,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,429.7941,$null$
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,513.7937,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,413.2632,2
HKG,3,3,3,2,3,2,2,3,3,3,3,3,3,1,629.343,2
HKG,4,2,1,2,1,1,1,4,2,1,2,1,1,1,511.538,2
HKG,4,4,4,4,4,4,4,6,6,6,6,6,6,6,508.42,2
HKG,3,4,1,2,3,3,1,3,4,3,2,2,2,1,553.2952,2
HKG,1,2,3,2,2,2,1,1,2,4,2,2,2,1,668.8225,1
HKG,2,2,2,2,2,2,1,3,2,2,2,2,2,1,673.5212,3
HKG,3,3,1,3,3,3,3,3,2,1,2,2,2,2,454.0161,1
HKG,5,2,4,1,2,4,2,5,2,2,1,2,4,2,401.45,4
HKG,6,6,1,1,6,1,1,6,6,1,1,6,1,1,414.6429,1
HKG,5,5,5,5,5,1,1,6,6,6,1,1,1,1,503.7959,4
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,522.2819,$null$
HKG,6,1,6,1,1,3,1,6,1,6,1,1,4,1,641.4371,1
HKG,2,3,3,3,3,3,1,2,3,3,3,3,2,99,685.5591,2
HKG,6,2,3,3,3,2,2,6,3,3,3,3,2,3,452.2622,1
HKG,5,3,4,2,2,1,2,6,3,5,2,2,1,2,697.1086,1
HKG,2,3,3,2,2,1,1,2,3,3,2,2,1,1,624.5755,3
HKG,3,6,6,2,6,2,2,3,6,6,2,6,2,2,329.7748,1
HKG,3,3,3,2,3,4,4,3,3,3,2,3,4,4,567.8167,3
HKG,2,2,2,2,2,2,1,3,2,2,1,2,1,1,599.8325,1
HKG,99,5,99,99,99,99,99,99,99,99,99,6,99,99,309.7783,6
HKG,3,3,3,3,2,2,1,4,4,4,4,2,2,1,561.6248,1
HKG,4,4,4,4,4,4,4,5,5,5,5,5,5,5,459.8645,2
HKG,4,4,2,2,2,3,2,6,6,2,2,2,2,2,711.3847,2
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,595.1235,1
HKG,3,3,3,2,3,1,1,4,4,4,2,2,1,1,470.0806,3
HKG,4,4,1,3,2,1,1,6,6,1,2,2,1,1,533.1753,3
HKG,3,3,5,4,4,5,5,3,3,4,4,5,6,6,294.0503,2
HKG,1,4,4,4,4,4,4,4,4,4,4,4,4,4,441.1833,2
HKG,3,3,3,2,3,3,1,3,3,3,2,3,3,1,569.9879,3
HKG,4,3,3,2,1,1,2,4,4,4,2,1,1,1,549.8834,2
HKG,3,2,5,4,6,3,4,3,6,1,3,6,4,2,452.9254,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,545.0731,$null$
HKG,2,4,4,2,3,1,1,2,4,4,2,1,1,1,552.4515,2
HKG,5,6,6,6,6,6,6,6,6,6,6,6,6,6,513.7581,2
HKG,3,3,2,3,2,1,2,4,4,4,3,4,2,2,564.5039,1
HKG,5,2,3,1,1,2,1,4,2,2,1,2,1,1,548.9469,1
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,349.8264,1
HKG,3,3,2,3,2,3,2,3,3,3,2,2,3,2,522.5642,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,552.6228,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,560.2721,$null$
HKG,4,4,4,3,4,4,4,4,4,4,3,4,3,4,615.8702,3
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,591.3655,2
HKG,5,5,5,5,5,5,1,4,4,3,1,4,1,2,434.7215,1
HKG,4,4,3,2,2,2,1,6,6,6,2,2,2,1,687.8,1
HKG,5,3,4,4,2,4,2,6,3,3,2,3,3,2,622.9628,3
HKG,3,2,3,4,3,4,3,3,2,2,4,2,4,4,610.9141,3
HKG,2,2,2,2,2,2,2,4,4,2,2,2,2,2,305.3169,1
HKG,3,3,3,1,3,3,1,3,3,3,2,3,3,1,456.3172,2
HKG,1,4,3,2,3,1,2,1,2,3,2,3,1,2,473.281,2
HKG,3,3,3,2,2,4,1,3,3,3,2,2,4,1,491.7007,2
HKG,2,3,3,2,2,3,3,2,3,3,2,3,3,3,624.6034,2
HKG,6,5,5,4,5,4,2,6,6,6,6,6,2,2,558.7587,2
HKG,1,3,1,2,4,1,1,1,3,1,2,4,1,1,493.0759,3
HKG,3,4,4,3,4,4,4,4,4,3,2,3,4,4,454.9014,2
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,421.9313,1
HKG,4,2,2,2,2,1,1,4,2,2,2,2,2,2,748.5558,1
HKG,1,6,6,4,4,4,4,1,6,4,4,4,4,4,350.898,2
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,473.8943,2
HKG,2,2,4,3,2,3,4,2,3,2,1,2,2,3,463.6588,3
HKG,4,1,1,2,1,4,1,5,1,1,1,1,5,1,500.4471,2
HKG,3,3,1,2,3,1,2,3,3,1,2,3,1,2,590.33,3
HKG,2,3,3,3,3,2,2,5,3,1,1,2,2,2,392.2439,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,563.8323,$null$
HKG,2,3,3,2,3,2,1,3,3,3,2,3,1,1,608.5432,3
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,519.5009,3
HKG,3,3,3,3,3,3,1,3,3,3,3,3,3,3,438.1505,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,502.2647,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,419.5053,2
HKG,3,2,3,3,3,3,4,3,3,3,2,3,3,4,520.6816,3
HKG,1,3,2,2,2,2,2,2,3,2,3,3,3,4,584.1599,3
HKG,2,2,4,2,3,3,2,2,2,2,2,99,99,99,528.1865,3
HKG,5,3,2,1,1,1,1,5,3,2,1,1,1,1,606.0952,2
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,703.3576,3
HKG,2,4,4,2,4,2,2,5,4,3,2,3,3,1,584.5638,1
HKG,4,4,4,4,4,4,4,4,4,4,4,5,4,4,574.1544,1
HKG,2,2,2,2,2,2,1,2,2,2,2,2,2,1,454.7875,3
HKG,99,99,99,99,99,99,99,2,4,2,1,1,2,1,556.1636,2
HKG,2,3,3,1,4,1,2,2,3,3,1,3,1,1,497.174,4
HKG,6,2,6,2,1,2,1,6,2,6,2,1,2,1,620.9342,1
HKG,2,3,3,2,3,3,1,2,3,3,1,3,1,1,533.0802,2
HKG,4,2,2,1,2,1,1,6,2,2,1,2,1,1,626.9798,2
HKG,2,3,3,1,3,1,1,2,3,3,1,3,1,1,608.1652,2
HKG,3,3,2,2,3,2,2,2,3,2,2,3,2,2,526.0209,1
HKG,6,6,5,2,1,3,2,6,6,6,2,3,2,1,652.6134,2
HKG,6,6,1,1,1,1,1,6,6,1,1,1,1,1,496.4877,2
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,364.5051,4
HKG,5,5,5,5,5,5,5,3,3,3,3,3,3,3,529.8105,2
HKG,4,5,5,2,5,1,1,6,6,6,6,6,1,1,547.1783,1
HKG,3,3,3,3,3,1,1,3,3,3,2,3,3,3,420.9381,2
HKG,3,3,3,2,2,2,2,4,3,4,3,3,3,2,575.1544,2
HKG,4,2,4,3,4,2,2,3,2,4,4,2,2,2,440.1591,4
HKG,4,3,4,2,3,2,2,4,2,2,1,2,2,2,549.458,2
HKG,3,2,2,2,2,2,1,3,2,2,2,2,2,1,730.1228,2
HKG,6,6,4,4,6,99,2,6,6,6,3,3,3,3,430.0958,3
HKG,3,3,2,2,2,2,2,3,3,2,2,2,2,2,670.5745,3
HKG,1,4,2,2,2,2,3,1,4,2,2,2,2,3,585.7466,5
HKG,4,2,3,1,1,1,1,3,2,3,1,1,1,1,497.3524,1
HKG,3,4,2,2,3,2,2,3,3,2,2,2,2,1,427.4374,1
HKG,3,3,2,2,3,1,2,4,3,3,2,2,2,1,610.8093,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,602.7508,2
HKG,4,1,3,2,1,2,1,5,1,3,2,1,1,1,682.8864,3
HKG,4,4,4,4,4,4,1,5,5,5,5,5,5,1,703.7861,2
HKG,4,4,4,4,3,4,3,5,2,4,1,2,4,4,697.9027,1
HKG,5,5,5,3,5,5,1,5,5,5,3,5,5,5,496.8614,3
HKG,1,3,2,1,1,2,2,2,5,3,2,2,1,3,564.5147,3
HKG,5,5,4,3,3,3,3,6,6,6,4,2,2,2,605.347,1
HKG,3,3,3,3,3,3,3,2,2,2,2,2,2,2,341.9749,2
HKG,3,3,99,2,2,2,1,4,3,2,1,2,2,1,598.427,1
HKG,3,4,4,2,4,1,1,3,4,4,2,4,1,1,623.7702,3
HKG,2,2,2,2,2,2,2,3,3,3,3,3,2,2,639.798,1
HKG,1,3,2,2,3,2,1,1,3,2,2,3,3,1,721.1477,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,515.7875,$null$
HKG,3,5,4,4,5,99,5,3,3,4,4,4,4,4,423.7408,2
HKG,4,2,3,1,1,1,1,5,2,4,1,1,1,1,705.3815,1
HKG,5,5,5,5,5,4,5,5,5,5,5,5,4,5,411.0477,2
HKG,4,3,3,1,3,1,1,4,3,2,1,2,1,1,546.8387,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,571.8029,$null$
HKG,4,4,3,2,2,2,2,5,5,4,2,2,2,2,671.8098,2
HKG,3,2,2,2,2,2,2,4,4,4,4,4,2,2,547.3605,3
HKG,2,1,1,2,1,1,1,2,1,1,2,1,1,1,552.2233,3
HKG,1,4,5,1,2,1,1,1,3,3,1,1,1,1,509.0632,2
HKG,1,3,4,3,2,2,2,3,3,4,3,2,1,1,730.4677,2
HKG,3,3,3,2,3,3,4,3,3,3,2,3,4,5,378.4732,2
HKG,2,1,2,1,1,1,1,2,1,2,1,1,1,1,441.7063,2
HKG,3,4,3,2,3,1,3,1,3,4,1,3,1,1,562.7012,3
HKG,1,2,3,4,5,6,5,4,3,4,3,4,3,4,271.2903,4
HKG,4,4,3,3,4,3,4,3,3,3,3,3,3,3,592.3255,1
HKG,6,6,6,3,1,1,1,6,6,1,1,1,1,1,559.6566,5
HKG,4,2,3,1,2,1,2,4,2,1,1,2,1,2,548.9845,3
HKG,1,4,4,1,4,2,1,1,4,1,1,4,1,1,520.4505,2
HKG,3,2,2,1,2,1,1,3,3,3,1,3,1,1,694.9921,2
HKG,5,2,1,1,2,1,1,5,2,1,1,2,1,1,544.5489,1
HKG,6,3,2,2,2,2,2,6,3,2,2,2,2,2,525.8865,1
HKG,4,2,2,2,1,2,1,3,2,3,2,1,3,3,576.3061,3
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,479.318,4
HKG,3,4,3,3,3,3,3,3,3,3,3,3,3,3,510.5829,3
HKG,2,2,2,2,2,2,2,4,4,4,4,4,4,4,476.0812,3
HKG,5,2,3,2,2,2,1,6,2,2,1,2,2,1,722.8347,2
HKG,4,4,4,2,3,4,4,4,4,3,4,4,3,3,591.98,2
HKG,3,4,3,2,5,2,1,3,6,3,2,6,2,1,622.3502,1
HKG,2,2,2,2,2,2,1,2,2,2,2,2,2,1,413.8691,1
HKG,3,1,1,1,1,1,1,2,1,1,1,1,1,1,465.8803,2
HKG,4,4,4,1,4,4,1,4,4,4,1,4,4,1,606.0243,2
HKG,3,2,3,2,3,2,2,5,2,4,2,2,2,2,579.0004,3
HKG,2,3,2,2,3,3,1,2,3,2,2,2,3,2,626.0334,2
HKG,1,4,3,2,3,2,3,1,4,3,2,3,2,3,519.9254,2
HKG,4,4,4,4,4,4,4,5,5,5,5,5,5,5,441.421,4
HKG,2,2,2,1,2,3,1,2,2,2,1,2,2,1,682.7721,3
HKG,1,4,4,4,4,4,1,1,4,4,2,4,4,1,655.7696,3
HKG,2,3,3,2,2,1,1,3,3,3,1,2,1,1,683.3764,4
HKG,3,3,2,2,1,2,1,4,4,4,4,1,1,1,511.0543,3
HKG,3,2,3,1,4,4,2,4,3,3,1,3,4,2,427.3209,4
HKG,4,3,2,1,2,2,2,6,3,2,1,2,1,1,592.0811,1
HKG,3,3,2,2,2,1,2,4,3,2,2,2,1,2,698.4009,1
HKG,4,2,6,2,2,2,2,6,1,6,1,1,1,2,601.4588,3
HKG,3,2,3,3,2,3,2,3,2,3,2,2,3,2,607.1459,2
HKG,4,3,3,3,3,3,3,4,4,4,4,4,2,4,550.4215,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,552.7384,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,512.1555,$null$
HKG,2,2,3,2,2,3,1,2,2,4,2,3,3,1,549.2954,2
HKG,4,4,2,1,2,2,3,4,3,3,1,3,3,3,577.2293,1
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,655.7276,3
HKG,4,4,3,2,2,1,1,6,6,3,2,4,1,1,621.7202,2
HKG,1,2,3,2,1,2,1,1,2,4,2,1,2,1,599.115,2
HKG,4,2,4,2,99,3,1,4,2,4,2,3,3,1,622.6837,2
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,551.2659,1
HKG,3,2,3,3,3,2,3,3,3,3,3,2,3,2,573.8498,1
HKG,3,3,6,3,6,3,1,3,6,5,3,6,1,1,642.1943,3
HKG,3,4,4,3,4,4,2,4,4,4,2,5,4,2,541.4183,2
HKG,4,2,6,1,1,2,2,4,1,6,2,2,2,2,604.8063,4
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,487.0602,1
HKG,2,2,3,3,1,3,1,4,2,3,3,1,2,1,607.5013,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,413.794,1
HKG,5,4,4,2,4,1,2,6,6,6,3,6,1,2,634.0783,2
HKG,2,3,4,3,2,2,1,3,3,4,2,3,1,1,670.1502,3
HKG,4,4,4,1,4,1,1,4,2,2,1,1,1,1,667.7587,2
HKG,4,2,3,99,3,2,3,4,4,3,3,3,3,3,418.1363,3
HKG,3,3,3,1,3,1,1,3,3,3,1,3,1,1,454.8416,1
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380.7521,3
HKG,3,3,3,3,3,3,3,4,3,3,4,3,1,2,599.7212,2
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,396.7592,1
HKG,2,3,1,2,3,1,2,1,2,1,2,3,1,2,552.7201,2
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,345.6133,1
HKG,1,3,3,3,2,3,1,1,3,4,4,3,4,1,598.6347,4
HKG,5,2,3,2,4,2,3,5,3,4,3,3,2,3,412.4527,1
HKG,1,2,3,2,3,2,2,1,2,2,1,2,1,1,548.9289,1
HKG,3,3,3,2,1,3,3,3,2,3,2,2,2,2,548.9647,2
HKG,3,2,3,2,2,2,2,4,2,2,2,2,2,2,623.1339,2
